"地点名称","楼盘名称","地址","纬度","经度"
"文曜 15樓 A室",NA,NA,NA,NA
"Belgravia Place 1期 1A座 15樓 11室",NA,NA,NA,NA
"嘉匯 2座 9樓 B室",NA,NA,NA,NA
"鳳凰邨大廈 五樓 C室","鳳凰大樓","2-16號 Ming Fung St, Chuk Un, Hong Kong",22.344293,114.197315
"柏傲莊 2期 5座 (5A) 12樓 C室",NA,NA,NA,NA
"傲寓 23樓 E室",NA,NA,NA,NA
"美孚新邨 1期 百老匯街9-11號 2樓 9號B室","Mei Foo Sun Chuen Stage 8","Mei Foo Sun Chuen Stage 8 - 102-104 Broadway, Broadway, Lai Chi Kok, Hong Kong",22.3343225,114.1412255
"碧海藍天 1座 7樓 E室","Aqua Marine Tower 1","Aqua Marine Tower 1, 8 Sham Shing Rd, Cheung Sha Wan, Hong Kong",22.3328503,114.1491607
"加多利峯 6樓 C室",NA,NA,NA,NA
"寶雅山 12樓 B室",NA,NA,NA,NA
"天璽．天 1期 6座 37樓 D室",NA,NA,NA,NA
"Yoho Town 1期 1座 27樓 H室","Yoho Town Tower 1","Yoho Town Tower 1, 8 Yuen Lung St, Yuen Long, Hong Kong",22.4422974,114.0373256
"兆康苑 兆順閣 (K座) 十一樓 6室","Siu Hong Court Block K Siu Shun House","Siu Hong Court Siu Shun House, 2-22 Siu Hong Rd, Tuen Mun, Hong Kong",22.4128986,113.9772408
"嘉峯匯 2A座 16樓 G室",NA,NA,NA,NA
"東港城 8座 18樓 A室","East Point City Block 8","East Point City Block 8, 8 Chung Wa Rd, Hang Hau, Hong Kong",22.3165218,114.264659
"海寶花園 D座 6樓 4室","Treasure Garden Block D","Treasure Garden Block D, 1 On Chee Rd, Tai Po, Hong Kong",22.4533653,114.1670889
"寶文閣 5樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 31樓 E室",NA,NA,NA,NA
"朗譽 2座 8樓 E室",NA,NA,NA,NA
"日出康城 12期B Park Seasons 2座 (2A) 30樓 F室",NA,NA,NA,NA
"創基樓 五樓 A室","Chong Tak Building","33～39號 Austin Rd, Yau Ma Tei, Hong Kong",22.3032008,114.1695396
"天瀧 3座 9樓 B室",NA,NA,NA,NA
"天瀧 3座 11樓 B室",NA,NA,NA,NA
"澐璟 3B座 25樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 21樓 B室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 21樓 H室",NA,NA,NA,NA
"天璽．天 1期 6座 8樓 A3室",NA,NA,NA,NA
"瑜悅 27樓 H室",NA,NA,NA,NA
"愉景灣 1期明翠台 觀霞樓 21樓 D室",NA,NA,NA,NA
"形品．星寓 32樓 K室","Lime Stardom","Lime Stardom, Tai Kok Tsui, Hong Kong",22.3212813,114.1648827
"天璽．天 1期 3座 42樓 C室",NA,NA,NA,NA
"天璽．天 1期 5座 10樓 A5室",NA,NA,NA,NA
"德福花園 B座 5樓 12室",NA,NA,NA,NA
"天馬苑 駿昇閣 (A座) 五樓 4室",NA,NA,NA,NA
"利奧坊．曉岸 2座 17樓 K室",NA,NA,NA,NA
"康盛花園 1座 31樓 H室","Hong Sing Gardens Block 1","Hong Sing Gardens Block 1, 1 Po Lam Rd N, Hong Kong",22.3192545,114.2524167
"匯景花園 17座 2樓 E室","Sceneway Garden Block 17","Sceneway Garden Block 17, 8 Sceneway Rd, Sceneway Garden, Hong Kong",22.3073068,114.2317358
"裕民大廈 十三樓 C室","Yue Man Mansion","15-17 Hong Ning Rd, Ngau Tau Kok, Hong Kong",22.3143577,114.223381
"月威大廈 地下 J室","月威大廈","43號 Yuet Wah St, Kwun Tong, Hong Kong",22.3139207,114.2278619
"瑞和大廈 6樓 B室","Shui Wo Street Municipal Services Building","Shui Wo Street Municipal Services Building, 9 Shui Wo St, Kwun Tong, Hong Kong",22.3156109,114.2242824
"兆明樓 五樓 A室","兆明樓","44-50號 Kau Yuk Rd, Yuen Long, Hong Kong",22.4431072,114.026986
"龍欣苑 龍駿閣 (A座) 一樓 4室","Lung Yan Court","Hong Kong, Ma Hang, Cape Rd, 60號赤柱",22.2213632,114.2052562
"御．豪門 33樓 A室",NA,NA,NA,NA
"新港城 3期 Q座 13樓 5室",NA,NA,NA,NA
"欣榮花園 5座 11樓 G室",NA,NA,NA,NA
"山麗苑 D座 21樓 9室",NA,NA,NA,NA
"南浪海灣 1座 29樓 H室","Nerine Cove Block 1","Nerine Cove Block 1, 23 Hang Fu St, Tuen Mun, Hong Kong",22.3816268,113.9712444
"天鑽 5座 19樓 B室",NA,NA,NA,NA
"將軍澳中心 1期 5座 32樓 A室",NA,NA,NA,NA
"The Haddon 18樓 F室",NA,NA,NA,NA
"天璽．天 1期 5座 39樓 C室",NA,NA,NA,NA
"天璽．天 1期 6座 8樓 A5室",NA,NA,NA,NA
"宏福苑 宏仁閣 (A座) 25樓 2室","Wang Fuk Court","Kwong Wang St, Tai Po, Hong Kong",22.4469311,114.1754355
"映日灣 1座 2樓 G室",NA,NA,NA,NA
"海茵莊園 2座 36樓 D9室",NA,NA,NA,NA
"The Haddon 17樓 F室",NA,NA,NA,NA
"天璽．天 1期 5座 40樓 C室",NA,NA,NA,NA
"天璽．天 1期 5座 39樓 G室",NA,NA,NA,NA
"天璽．天 1期 6座 32樓 B室",NA,NA,NA,NA
"麗玥苑 B座 34樓 16室",NA,NA,NA,NA
"天璽．天 1期 3座 25樓 A3室",NA,NA,NA,NA
"半島豪庭 2座 21樓 J室","Royal Peninsula Block 2","Royal Peninsula Block 2, Hung Hom, Hong Kong",22.3049668,114.1842965
"日出康城 9期A MARINI 車位 2樓 R272號",NA,NA,NA,NA
"啟德海灣 1期 2B座 8樓 B室",NA,NA,NA,NA
"錦屏樓 A座 6樓 7室","Kam Ping Building","Kam Ping Building, 63-69 Kam Ping St, North Point, Hong Kong",22.2893392,114.200561
"利奧坊．壹隅 2座 7樓 A室",NA,NA,NA,NA
"映灣園 3期 悅濤軒 10座 65樓 D室",NA,NA,NA,NA
"映灣園 3期 悅濤軒 9座 41樓 E室","Caribbean Coast Phase 2 Carmel Cove","1 Kin Tung Rd, Tung Chung, Hong Kong",22.291672,113.948948
"瑜悅 29樓 J室",NA,NA,NA,NA
"嘉湖山莊 1期 樂湖居 4座 27樓 G室","Locwood Court - Kingswood Villas Block 4","Locwood Court - Kingswood Villas Block 4, 1 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4514123,114.0005068
"將軍澳廣場 1期 3座 10樓 A室",NA,NA,NA,NA
"太古城 星輝台 恆星閣 (46座) 6樓 E室","Taikoo Shing, Shing Fai Terrace Kam Sing Mansion","Taikoo Shing, Shing Fai Terrace Kam Sing Mansion, Quarry Bay, Hong Kong",22.2866975,114.2187656
"映灣園 1期 賞濤軒 2座 58樓 F室",NA,NA,NA,NA
"朗賢峯 2B期 6座 (6A) 2樓 B室",NA,NA,NA,NA
"愉景灣 8期海堤居 海濤閣 15樓 E室","La Costa,Discovery Bay","Vista Ave, Discovery Bay, Hong Kong",22.2953514,114.0187327
"南豐廣場 1座 19樓 G室","Nan Fung Plaza Block 1","Nan Fung Plaza Block 1, 8 Pui Shing Rd, Hang Hau, Hong Kong",22.314343,114.2634288
"縉城峰 2座 18樓 E室","Island Crest Tower 2","Island Crest Tower 2, 8 First St, Sai Ying Pun, Hong Kong",22.286407,114.1426813
"環海大廈 八樓 F室","Universal Mansion","52 Hillwood Rd, Tsim Sha Tsui, Hong Kong",22.3021488,114.1747436
"天璽．天 1期 5座 25樓 A1室",NA,NA,NA,NA
"碧海藍天 1座 10樓 G室","Aqua Marine Tower 1","Aqua Marine Tower 1, 8 Sham Shing Rd, Cheung Sha Wan, Hong Kong",22.3328503,114.1491607
"鯉景灣 B段 逸榮閣 (7座) 8樓 C室",NA,NA,NA,NA
"毓秀大廈 12樓 B室",NA,NA,NA,NA
"彩禾苑 14樓 15室","Choi Wo Court","18號 Wo Sheung Tun St, Fo Tan, Hong Kong",22.3976048,114.188519
"景林邨 景楠樓 (4座) 28樓 20室","景楠樓","Hong Kong, 寶琳北路將軍澳第14區",22.322097,114.2603126
"Yoho Town 1期 7座 21樓 B室","Yoho Town Tower 1","Yoho Town Tower 1, 8 Yuen Lung St, Yuen Long, Hong Kong",22.4422974,114.0373256
"The Haddon 19樓 E室",NA,NA,NA,NA
"太古城 海天花園 南天閣 (62座) 12樓 C室",NA,NA,NA,NA
"金山樓 9樓 C室","Kam Shan Lau","Kam Shan Lau, Reclamation St, Yau Ma Tei, Hong Kong",22.3082179,114.1696692
"瑜悅 29樓 D室",NA,NA,NA,NA
"中原大廈 八樓 C室","Chung Yuen Mansion","197～199 Tsat Tsz Mui Rd, Tsat Tsz Mui, Hong Kong",22.2914227,114.206873
"旭日豪庭 33樓 A室","Sunrise Villa","33號 Sung On St, To Kwa Wan, Hong Kong",22.3143602,114.1900913
"旭日豪庭 33樓 B室",NA,NA,NA,NA
"海茵莊園 2座 28樓 B3室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 27樓 B室",NA,NA,NA,NA
"尚．珒溋 2座 5樓 K室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 27樓 B室",NA,NA,NA,NA
"福昌樓 15樓 21室",NA,NA,NA,NA
"新成大廈 22樓 D室","新成大廈","42 Bonham Strand W, Sheung Wan, Hong Kong",22.2870319,114.1483507
"嘉和大廈 B座 二十五樓 8室","Ka Wo Building Block B","Ka Wo Building Block B, 14-22 Ka Wo St, Tin Wan, Hong Kong",22.2499214,114.1488295
"錦繡花園 D段第二街 39號","Fairview Park - 39 Section D 2nd Street","Fairview Park - 39 Section D 2nd Street, 39 Section D 2nd St, Fairview Park, Hong Kong",22.4753137,114.0447357
"新港城 4期 M座 24樓 3室","新港城4期分行","Hong Kong, 新界馬鞍山新港城中心新港城第四期二樓2223號舖",22.4246742,114.2324603
"曉峰灣畔 3座 19樓 E室","Mountain Shore Blk 3","Mountain Shore Blk 3, 8 Yuk Tai St, Ma On Shan, Hong Kong",22.4107387,114.2227499
"海韻花園 1座 15樓 C室","Rhine Garden Block 1","Rhine Garden Block 1, 38 Castle Peak Road-Sham Tseng, Sham Tseng, Hong Kong",22.368386,114.0608098
"根德大廈 十樓 A室","Hand Shaken Cocktail bar","Hong Kong, Jordan, 渡船角 文苑街 41號 地舖",22.3076326,114.1657014
"海日灣II 8座 5樓 D室",NA,NA,NA,NA
"啟欣苑 B座 29樓 13室",NA,NA,NA,NA
"衙前塱道17號 三樓 17號","三 17 号","三 17 号, 17 Nga Tsin Long Rd, Kowloon City, Hong Kong",22.328423,114.189147
"美威大廈 3樓 D室",NA,NA,NA,NA
"皓日 35樓 D室",NA,NA,NA,NA
"瑜悅 26樓 F室",NA,NA,NA,NA
"瑜悅 27樓 G室",NA,NA,NA,NA
"銀湖．天峰 3座 37樓 H室","Lake Silver Tower 3","Lake Silver Tower 3, 599 Sai Sha Rd, Ma On Shan, Hong Kong",22.4288209,114.2439257
"恆順園 車位 1樓 173號",NA,NA,NA,NA
"權益大樓 D座 二樓 2室","Kuen Yick Building","Kuen Yick Building, 18 Chun Yin Square, Yuen Long, Hong Kong",22.4464538,114.0231091
"溱柏 3座 25樓 A室",NA,NA,NA,NA
"Novo Land 3B期 Fiskars 1座 26樓 A2室",NA,NA,NA,NA
"上水中心 5座 10樓 F室","Sheung Shui Centre","3 Chi Cheong Rd, Sheung Shui, Hong Kong",22.5008858,114.1299577
"金巴利道26號 9樓 D室","9 d","9 d, Kimberley 26, 26 Kimberley Rd, Tsim Sha Tsui, Hong Kong",22.3004554,114.1734624
"啟欣苑 A座 32樓 8室",NA,NA,NA,NA
"天璽．天 1期 6座 35樓 F室",NA,NA,NA,NA
"連方 II 15樓 N1室",NA,NA,NA,NA
"連方 II 15樓 N6室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 3座 11樓 N室",NA,NA,NA,NA
"連方 II 17樓 S5室",NA,NA,NA,NA
"連方 II 17樓 N1室",NA,NA,NA,NA
"兆禧苑 樂禧閣 (E座) 九樓 15室","Siu Hei Court Lok Hei House","Siu Hei Court Lok Hei House, 201 Wu Chui Rd, Tuen Mun, Hong Kong",22.374437,113.9669823
"嘉盛苑 嘉輝閣 (B座) 20樓 13室",NA,NA,NA,NA
"天盛苑 盛彩閣 (A座) 8樓 10室",NA,NA,NA,NA
"St. George's Mansions 2座 1樓 B室",NA,NA,NA,NA
"朗賢峯 2A期 1座 1樓 A室","Imperial Villas II","1 Ping Chuk Ln, Ping Shan, Hong Kong",22.4408209,114.0074935
"朗賢峯 2A期 3座 2樓 B室",NA,NA,NA,NA
"天璽．天 1期 6座 33樓 E室",NA,NA,NA,NA
"天璽．天 1期 6座 6樓 A3室",NA,NA,NA,NA
"瑜悅 7樓 F室",NA,NA,NA,NA
"藍天海岸 1期 2座 8樓 E室",NA,NA,NA,NA
"瑜悅 11樓 A室",NA,NA,NA,NA
"瑜悅 19樓 B室",NA,NA,NA,NA
"天璽．天 1期 6座 38樓 D室",NA,NA,NA,NA
"嘉峯匯 2B座 20樓 E室",NA,NA,NA,NA
"天璽．天 1期 3座 20樓 A2室",NA,NA,NA,NA
"富豪花園 嘉蘭閣 (G座) 12樓 C室",NA,NA,NA,NA
"龍華大廈 七樓 J室","龍華大廈","36號 Baker St, Hung Hom, Hong Kong",22.3071065,114.1835451
"龍華大廈 八樓 J室","龍華大廈","36號 Baker St, Hung Hom, Hong Kong",22.3071065,114.1835451
"天晉 IIIA 3A座 9樓 E室",NA,NA,NA,NA
"泓景臺 3期 6座 37樓 A室",NA,NA,NA,NA
"星港大廈 二十一樓 B室","Sing Kong Building","Hong Kong, Wan Chai, Lockhart Rd, 239號, Sing Kong Building, 號地下",22.2786108,114.1759383
"淘大花園 1期 B座 21樓 2室",NA,NA,NA,NA
"天璽．天 1期 5座 10樓 A6室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 8樓 M室",NA,NA,NA,NA
"日出康城 12期B Park Seasons 2座 (2B) 39樓 D室",NA,NA,NA,NA
"天璽．天 1期 6座 5樓 A6室",NA,NA,NA,NA
"Wetland Seasons Park 2期 15座 中層 A1室",NA,NA,NA,NA
"荔灣花園 D座 高層 D2室","Lai Chi Kok Bay Garden Block D","Lai Chi Kok Bay Garden Block D, 272 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.3416922,114.1362025
"俊民苑 文明閣 (J座) 中層 3室","Man Lan House","66號 Chung Hau St, No. 12 Hill, Hong Kong",22.3156907,114.1792796
"現崇山 6A座 低層 A室","香港置業 | 東中九龍 - 現崇山分行","樓12號舖, 九龍黃大仙睦鄰街8號現崇山商場2, Hong Kong",22.340828,114.197249
"泓都 1座 中層 A室","The Merton Tower 1","The Merton Tower 1, 38 New Praya, Kennedy Town, Hong Kong",22.2834916,114.1261361
"慧景軒 1座 中層 D室","Vianni Cove Tower 1","Vianni Cove Tower 1, Tin Shui Wai, Hong Kong",22.4669773,114.0036383
"凱旋門 觀星閣 (2座) 中層 G室","The Arch Star Tower","The Arch Star Tower, 1 Austin Rd W, West Kowloon, Hong Kong",22.3037008,114.163279
"健威花園 C座 中層 3室","560 King's road","Healthy Gardens Block B, King's Rd, North Point, Hong Kong",22.2916702,114.203882
"環宇海灣 8座 低層 B室","City Point Block 8","City Point Block 8, Tsuen Wan, Hong Kong",22.3636479,114.1157408
"豫豐花園 12座 低層 C室","The Sherwood Block 12","The Sherwood Block 12, 8 Fuk Hang Tsuen Rd, Lam Tei, Hong Kong",22.4191018,113.9862418
"新興花園 康誠閣 (4座) 高層 J室","Sun Hing Garden Block4 Hong Shing Court","2號 On Po Ln, Tai Po, Hong Kong",22.45404,114.1735552
"Yoho Town 2期 Yoho Midtown 9座 中層 E室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 21樓 D室",NA,NA,NA,NA
"星河明居 C座 40樓 3室",NA,NA,NA,NA
"富善花園 2座 8樓 D室","Full Scene Garden Block 2","Full Scene Garden Block 2, 19 Ting Kok Rd, Tai Po, Hong Kong",22.4528153,114.1647311
"國雄樓 六樓 4號","Kwok Hung Building","Kwok Hung Building, 4 Tsing Yuen St, Tai Po, Hong Kong",22.4490272,114.1652315
"天璽．天 1期 3座 19樓 A1室",NA,NA,NA,NA
"藍塘傲 車位 2樓 72號",NA,NA,NA,NA
"太安樓 27樓 37室",NA,NA,NA,NA
"麗晶花園 22座 3樓 H室","Richland Gardens Block 22","Richland Gardens Block 22, 80 Wang Kwong Rd, Kowloon Bay, Hong Kong",22.3290408,114.2074247
"嘉田苑 嘉祺閣 (B座) 三十樓 6室",NA,NA,NA,NA
"賽西湖大廈 7座 25樓 A室","Braemar Hill Mansions","15-43 Braemar Hill Rd, North Point, Hong Kong",22.2855851,114.2019764
"黃金海灣 1期 意嵐 5A座 5樓 J室",NA,NA,NA,NA
"Grand Yoho 1期 10座 18樓 E室",NA,NA,NA,NA
"滙都 1期 滙都 I 2座 11樓 B02室",NA,NA,NA,NA
"滙都 1期 滙都 I 1座 5樓 B07室",NA,NA,NA,NA
"滙都 1期 滙都 I 2座 8樓 B06室",NA,NA,NA,NA
"滙都 1期 滙都 I 3座 12樓 A09室",NA,NA,NA,NA
"禮順苑 13樓 B室",NA,NA,NA,NA
"嘉峯匯 2B座 9樓 F室",NA,NA,NA,NA
"天賦海灣 2期 溋玥 車位 地庫1 P209號",NA,NA,NA,NA
"荃灣中心 天津樓 (8座) 11樓 B室","Tsuen Wan Centre Tientsin House","Tsuen Wan Centre Tientsin House, 91 Tsuen King Circuit, Hong Kong",22.3781462,114.1080067
"日出康城 1期 首都 蒙特利爾 (3座-右翼) 67樓 C室",NA,NA,NA,NA
"帝堡城 車位 2樓 P213號",NA,NA,NA,NA
"大埔中心 6期 12座 19樓 G室",NA,NA,NA,NA
"黃埔新邨 遠榮樓 (K座) 十樓 7室","Whampoa Estate Yuen Wing Building","Whampoa Estate Yuen Wing Building, 39 Man Tai St, Hung Hom, Hong Kong",22.3067323,114.1884548
"綠悠軒 6座 28樓 H室","Belair Monte Block 6","Belair Monte Block 6, 3 Ma Sik Rd, Fanling, Hong Kong",22.5018432,114.1449833
"杏花邨 38座 8樓 7室",NA,NA,NA,NA
"環海．東岸 15樓 E室(T1a)",NA,NA,NA,NA
"浪澄灣 1座 19樓 A室",NA,NA,NA,NA
"良景邨 良萃樓 (5座) 27樓 4室",NA,NA,NA,NA
"富亨邨 亨泰樓 21樓 3室",NA,NA,NA,NA
"五福大廈 A座 14樓 5室","New Fortune House","New Fortune House, 4-8 North St, Sai Wan, Hong Kong",22.2837993,114.1286477
"新都城 2期 車位 地庫1 RC19號",NA,NA,NA,NA
"榮興大樓 5樓 C室(17號)",NA,NA,NA,NA
"康福園 A座 二十三樓 B室","Comfort Gardens","60 King's Rd, North Point, Hong Kong",22.2864263,114.1932265
"擎天半島 1期 3座 28樓 G室",NA,NA,NA,NA
"成林大廈 3樓 C室",NA,NA,NA,NA
"南園大廈 7樓 40號",NA,NA,NA,NA
"Hollywood Hill 21樓 B室",NA,NA,NA,NA
"海茵莊園 2座 23樓 D8室",NA,NA,NA,NA
"麥花臣匯 1A座 28樓 E室","Macpherson Place","38 Nelson St, Mong Kok, Hong Kong",22.318649,114.1728696
"天璽．天 1期 5座 35樓 G室",NA,NA,NA,NA
"瑜悅 31樓 C室",NA,NA,NA,NA
"天璽．天 1期 6座 37樓 A室",NA,NA,NA,NA
"日出康城 9期A Marini 3座 (3A) 56樓 B室",NA,NA,NA,NA
"新元朗中心 3座 11樓 E室",NA,NA,NA,NA
"豪景花園 1期 愛都閣 (5座) 14樓 B室",NA,NA,NA,NA
"花都廣場 6座 28樓 A室",NA,NA,NA,NA
"Grand Yoho 2期 5座 21樓 C室",NA,NA,NA,NA
"富來花園 B座 19樓 1室","Fu Loy Garden Block B","Fu Loy Garden Block B, 7 Ma Wang Rd, Yuen Long, Hong Kong",22.4472536,114.0239415
"美孚新邨 5期 蘭秀道5-7號 12樓 5號D室",NA,NA,NA,NA
"新安大樓 三樓 F室","Sun On Building","484～496 Queen's Rd W, Sai Wan, Hong Kong",22.285931,114.13554
"廣東道328號 三樓 328號","三 328 号","三 328 号, 322-328 Canton Road, 328 Canton Rd, Yau Ma Tei, Hong Kong",22.3037825,114.168289
"廣東道326A號 三樓 326A號","三 326a","三 326a, 326 Canton Rd, Yau Ma Tei, Hong Kong",22.3037109,114.168318
"匯璽 3期 匯璽ll 5B座 32樓 H室",NA,NA,NA,NA
"華源大廈 C座 十四樓 C2室",NA,NA,NA,NA
"合眾樓 四樓 35號","合眾樓","31-41號 Kai Tak Rd, Kowloon City, Hong Kong",22.3293714,114.1919511
"大同新邨 車位 地庫 53號(F&G座)",NA,NA,NA,NA
"大同新邨 大全樓 (P座) 六樓 12室","Cosmopolitan Estate Tai Chuen Building","Cosmopolitan Estate Tai Chuen Building, 52 Kok Cheung St, Tai Kok Tsui, Hong Kong",22.3215914,114.1607026
"廣興大廈 七樓 S室(7B號)","Kwong Hing Building","Kwong Hing Building, 959-973 Canton Rd, Mong Kok, Hong Kong",22.3164277,114.1675998
"廟街161號 三樓 161號","三 161 号","三 161 号, 161 Temple St, Yau Ma Tei, Hong Kong",22.307086,114.17003
"擎天半島 1期 6座 26樓 A室",NA,NA,NA,NA
"廣東道833號 四樓 833號","四 833 号","四 833 号, 833 Canton Rd, Mong Kok, Hong Kong",22.313595,114.168207
"海濱南岸 車位 6樓 626號",NA,NA,NA,NA
"遠景大廈 1樓 A3座",NA,NA,NA,NA
"維港灣 10座 29樓 B室",NA,NA,NA,NA
"冠華園 A座 十四樓 A1室",NA,NA,NA,NA
"倚龍山莊 30座 30號 TH-30B複式單位",NA,NA,NA,NA
"荔枝角道202-206號 三樓 204號","三 204 号","三 204 号, 202 Lai Chi Kok Rd, Sham Shui Po, Hong Kong",22.3265553,114.1634525
"南苑大廈 五樓 A室","Cheung Ling Mansion","5樓18室, 東海大廈, 760號 Nathan Rd, Mong Kok, Hong Kong",22.3232487,114.1686854
"德利樓 六樓 G室","德利大廈","19～25號 Wan Hon St, Hong Kong",22.3176194,114.2246733
"上水中心 1座 5樓 D室","Sheung Shui Centre","3 Chi Cheong Rd, Sheung Shui, Hong Kong",22.5008858,114.1299577
"恆泰大樓 五樓 199A號","Pizza Hut Hong Kong","樓199A號舖, East Point City Shopping Arcade, Chung Wa Rd, Tseung Kwan O, Hong Kong",22.3164156,114.2654526
"錦城大廈 八樓 124號","錦城大廈","120, 124號 Apliu St, Sham Shui Po, Hong Kong",22.3289485,114.1637972
"雍盛苑 雍薈閣 (A座) 4樓 17室",NA,NA,NA,NA
"將軍澳中心 1期 5座 47樓 E室",NA,NA,NA,NA
"嘉峯匯 2A座 12樓 A室",NA,NA,NA,NA
"維景灣畔 1期 5座 12樓 E室","Ocean Shores Tower 5","Ocean Shores Tower 5, 88 O King Rd, Tseung Kwan O, Hong Kong",22.3010725,114.2543507
"維港灣 車位 地下 G37號","Island Harbourview","11號 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",22.3185076,114.1570977
"天璽．天 1期 6座 25樓 A1室",NA,NA,NA,NA
"寶珮苑 寶珊閣 (A座) 十三樓 3室",NA,NA,NA,NA
"和富中心 12A座 6樓 B室",NA,NA,NA,NA
"葵俊苑 葵裕閣 (B座) 4樓 7室","Kwai Chun Court Block B Kwai Yue House","Kwai Chun Court Block B Kwai Yue House, 95 Kwai Hing Rd, Kwai Chung, Hong Kong",22.3647309,114.1320304
"映日灣 3座 10樓 E室",NA,NA,NA,NA
"天璽．天 1期 6座 39樓 D室",NA,NA,NA,NA
"麗城花園 3期 7座 19樓 B室",NA,NA,NA,NA
"盈翠半島 2期 1座 39樓 B室","盈翠半島","Hong Kong, Tsing Yi, 盈翠半島",22.3582411,114.1071474
"珀麗灣 1期 9座 10樓 C室",NA,NA,NA,NA
"青華苑 華豐閣 (D座) 二十一樓 3室","Ching Wah Court Block D Wah Fung House","Ching Wah Court Block D Wah Fung House, 22 Tsing Chin St, Tsing Yi, Hong Kong",22.3487523,114.10064
"荃豐中心 18樓 F室","Tsuen Fung Centre Shopping Arcade","138-168 Sai Lau Kok Rd, Tsuen Wan, Hong Kong",22.3720028,114.1191781
"盈翠半島 2期 1座 39樓 A室",NA,NA,NA,NA
"凱帆軒 3座 22樓 C室","Hampton Place Tower 3","Hampton Place Tower 3, 11 Hoi Fan Rd, Tai Kok Tsui, Hong Kong",22.3208451,114.1556168
"銀禧花園 7座 21樓 E室","Jubilee Garden Block 7","Jubilee Garden Block 7, 2-18 Lok King St, Fo Tan, Hong Kong",22.3983606,114.2007371
"天璽．天 1期 6座 12樓 B5室",NA,NA,NA,NA
"天璽．天 1期 3座 27樓 B3室",NA,NA,NA,NA
"天璽．天 1期 5座 36樓 D室",NA,NA,NA,NA
"天璽．天 1期 6座 28樓 A5室",NA,NA,NA,NA
"天璽．天 1期 6座 11樓 B5室",NA,NA,NA,NA
"天璽．天 1期 5座 30樓 A1室",NA,NA,NA,NA
"美居中心 6座 8樓 A室","Manor Centre Block 6","Manor Centre Block 6, 218 Fuk Wing St, Un Chau, Hong Kong",22.334696,114.1595256
"美景樓 2期 2座 四樓 22D室","Mei King Mansion Phase 2","Mei King Mansion Phase 2, 241-247N To Kwa Wan Rd, To Kwa Wan, Hong Kong",22.3159735,114.189683
"愉景灣 5期頤峰 逸山閣 (6座) 14樓 B室",NA,NA,NA,NA
"海悅豪庭 1座 十八樓 A室","Horae Place","Horae Place Block 1, 209 Ma Tau Wai Rd, Ma Tau Chung, Hong Kong",22.3217005,114.1878088
"朗怡居 2座 6樓 E室","Villas Premiere Block 2","Villas Premiere Block 2, 99 Fung Cheung Rd, Yuen Long, Hong Kong",22.4402029,114.0342289
"綠悠軒 1座 16樓 F室","Belair Monte Block 1","Belair Monte Block 1, 3 Ma Sik Rd, Fanling, Hong Kong",22.5017206,114.1460255
"逸港居 2座 33樓 B室","Ocean Court Block 2","Ocean Court Block 2, 3 Aberdeen Praya Rd, Aberdeen, Hong Kong",22.2473452,114.1592144
"碧翠苑 2座 三樓 A室",NA,NA,NA,NA
"啟鑽苑 5座 (啟湖閣) 14樓 1室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"啟鑽苑 5座 (啟湖閣) 25樓 14室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"啟鑽苑 5座 (啟湖閣) 35樓 8室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"啟鑽苑 5座 (啟湖閣) 37樓 3室",NA,NA,NA,NA
"天璽．天 1期 5座 39樓 B室",NA,NA,NA,NA
"名城 3期 盛世 2座 29樓 SB室",NA,NA,NA,NA
"寶珮苑 寶瑚閣 (B座) 八樓 8室","Po Pui Court Block B Po Wu House","Hong Kong, 寶佩街3號",22.317546,114.228511
"御龍山 7座 36樓 A室","中原地產-新界東豪宅御龍山第一分行Centaline Property-N.T. East Luxury Tai Po Serenity Park Branch","Hong Kong, Sha Tin, Lok King St, 28號新界 沙田 號 御 龍山 2 樓 202B 鋪",22.394253,114.198898
"豫苑 2座 7樓 A室","Euston Court Block 2","Euston Court Block 2, 6 Park Road, Mid-Levels, Hong Kong",22.2845739,114.1451132
"聯邦花園 維也納閣 (5座) 10樓 C室","Realty Gardens Block 5 Vienna Court","Realty Gardens Block 5 Vienna Court, 41 Conduit Rd, Mid-Levels, Hong Kong",22.2819823,114.1457236
"天璽．天 1期 3座 36樓 C室",NA,NA,NA,NA
"天璽．天 1期 5座 10樓 A1室",NA,NA,NA,NA
"天璽．天 1期 6座 22樓 B2室",NA,NA,NA,NA
