"日期","地址","成交價","面積_實","每呎價_實","資料來源"
"2024-11-01","天璽．天 1期 6座 27樓 A6室",1323.07,469,28210,"Land"
"2024-11-01","海茵莊園 2座 33樓 D3室",549.8,284,19359,"Land"
"2024-11-01","天璽．天 1期 3座 11樓 A2室",1093.3,443,24679,"Land"
"2024-11-04","吉喆 18樓 G室",521.1,266,19590,"Land"
"2024-10-30","星凱．堤岸 5座 47樓 D室",1273.8,675,18871,"Land"
"2024-10-25","天璽．天 1期 5座 25樓 B1室",971.96,454,21409,"Land"
"2024-10-25","天璽．天 1期 3座 21樓 A1室",1304.46,559,23336,"Land"
"2024-10-25","天璽．天 1期 5座 23樓 B6室",541.41,236,22941,"Land"
"2024-10-25","天璽．天 1期 5座 25樓 B6室",543.03,236,23010,"Land"
"2024-10-28","凱和山 5座 12樓 C室",547.7,498,10998,"Land"
"2024-11-01","天璽．天 1期 3座 9樓 A2室",1067.34,443,24093,"Land"
"2024-11-04","Novo Land 3B期 Fiskars 2B座 31樓 H室",573.32,440,13030,"Land"
"2024-10-25","港灣豪庭 1期 1座 47樓 D室",620,344,18023,"Land"
"2024-11-01","粉嶺名都 怡景閣 (5座) 8樓 G室",503.8,454,11097,"Land"
"2024-10-30","富威花園 A座 十六樓 1室",973,844,11528,"Land"
"2024-10-30","Koko Hills 3B期 Koko Mare 9座 17樓 E室",862.6,435,19830,"Land"
"2024-11-05","欣盛苑 欣耀閣 (E座) 24樓 4室",440,645,6822,"Land"
"2024-10-30","康強洋樓 A座 九樓 A1室",640,767,8344,"Land"
"2024-10-25","天璽．天 1期 3座 12樓 B1室",942.86,458,20586,"Land"
"2024-11-01","天璽．天 1期 3座 9樓 A3室",1067.34,443,24093,"Land"
"2024-10-25","天璽．天 1期 5座 11樓 A1室",1141.23,501,22779,"Land"
"2024-10-25","天璽．天 1期 5座 11樓 A2室",728.22,295,24685,"Land"
"2024-10-25","天璽．天 1期 5座 21樓 B6室",538.18,236,22804,"Land"
"2024-10-25","天璽．天 1期 5座 20樓 B6室",536.57,236,22736,"Land"
"2024-10-25","天璽．天 1期 5座 12樓 A2室",730.42,295,24760,"Land"
"2024-10-25","Larchwood 6樓 E室",398.8,202,19743,"Land"
"2024-10-18","天璽．天 1期 5座 40樓 D室",1469.17,655,22430,"Land"
"2024-10-23","萬景峯 5座 36樓 E室",858.8,507,16939,"Land"
"2024-11-07","海璇 2B-3期 海璇 II 2座 19樓 A室",6378.6,1437,44388,"Land"
"2024-11-04","港景峰 車位 5樓 49號",248,NA,NA,"Land"
"2024-11-01","天璽．天 1期 5座 22樓 A2室",757.84,295,25689,"Land"
"2024-11-01","天璽．天 1期 6座 23樓 A1室",1314.84,497,26456,"Land"
"2024-11-01","天璽．天 1期 5座 19樓 A1室",1273.33,501,25416,"Land"
"2024-11-08","嵐山 1期 5座 16樓 H室",250,181,13812,"Land"
"2024-11-08","嵐山 1期 5座 17樓 B室",730,934,7816,"Land"
"2024-11-04","倚龍山莊 7座 7號屋  GH-7B複式單位",1150,1601,7183,"Land"
"2024-10-31","藍天海岸 4期 水藍‧天岸 2座 7樓 B室",710,563,12611,"Land"
"2024-11-04","富寧花園 1座 5樓 F室",400,495,8081,"Land"
"2024-11-11","Savannah 2座 10樓 B室",788,487,16181,"Land"
"2024-10-31","海茵莊園 1座 30樓 B9室",583.7,300,19457,"Land"
"2024-11-05","安美大廈 十六樓 B室",349,302,11556,"Land"
"2024-11-05","富好大樓 11樓 B室",288,314,9172,"Land"
"2024-10-15","清濤苑 34樓 6室",126.16,NA,NA,"Land"
"2024-11-04","泰峯 1A座 37樓 C室",518.8,342,15170,"Land"
"2024-11-06","The Yoho Hub C期 The Yoho Hub II 6座 17樓 K室",730.33,492,14844,"Land"
"2024-11-06","The Yoho Hub C期 The Yoho Hub II 6座 31樓 C室",709.8,447,15879,"Land"
"2024-11-08","好順泰大廈 B座 5樓 H室(8室)",300,290,10345,"Land"
"2024-11-07","利東邨 東逸樓 31樓 8室",253,381,6640,"Land"
"2024-11-08","兆康苑 兆麗閣 (Q座) 十二樓 6室",280,431,6497,"Land"
"2024-11-01","天璽．天 1期 6座 40樓 B室",2000.16,672,29764,"Land"
"2024-10-21","The Yoho Hub C期 The Yoho Hub II 6座 22樓 F室",1042.05,749,13913,"Land"
"2024-10-25","天璽．天 1期 3座 6樓 A3室",964.17,443,21765,"Land"
"2024-10-28","林海山城 1座",1846,1388,13300,"Land"
"2024-10-25","天璽．天 1期 6座 23樓 A2室",760.95,298,25535,"Land"
"2024-11-04","日出康城 1期 首都 威士拿 (6座-右翼) 40樓 D室",785,704,11151,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5B座 16樓 M室",326.6,317,10303,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5B座 17樓 M室",330,317,10410,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5B座 20樓 M室",342,317,10789,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5A座 12樓 E室",479.7,439,10927,"Land"
"2024-10-18","清濤苑 15樓 12室",131.13,NA,NA,"Land"
"2024-11-01","長旺大廈 十樓 T室",176,210,8381,"Land"
"2024-11-01","爵園 9樓 D室",1020,1061,9614,"Land"
"2024-11-05","文英樓 九樓 16室(10號)",480,665,7218,"Land"
"2024-11-06","荃德花園 A座 31樓 A室",316.8,306,10353,"Land"
"2024-11-05","盈翠半島 2期 7座 20樓 F室",910,NA,NA,"Land"
"2024-11-05","盈翠半島 2期 7座 20樓 E室",912,NA,NA,"Land"
"2024-10-30","長安邨 安洋樓 (2座) 15樓 1室",118,381,3097,"Land"
"2024-10-28","Larchwood 11樓 A室",503,250,20120,"Land"
"2024-10-21","康麗花園 2座 9樓 C室",450,473,9514,"Land"
"2024-11-05","曉翠苑 雅翠閣 (A座) 二十樓 2室",339.3,554,6125,"Land"
"2024-11-01","港灣豪庭 2期 10座 27樓 G室",600,432,13889,"Land"
"2024-10-30","Wetland Seasons Park 2期 5座 2樓 A8室",505,465,10860,"Land"
"2024-10-31","全．城匯 5座 35樓 D室",850,527,16129,"Land"
"2024-10-25","天璽．天 1期 6座 38樓 E室",1012.07,469,21579,"Land"
"2024-10-18","Koko Hills 1期 5座 7樓 F室",1230,671,18331,"Land"
"2024-11-01","富善花園 2座 23樓 F室",410,432,9491,"Land"
"2024-11-01","爵悅庭 東爵軒 (A1) 21樓 B室",819,640,12797,"Land"
"2024-11-01","荃景花園 1期 5座 6樓 F室",396.8,435,9122,"Land"
"2024-11-04","昇柏山 1樓 RC室",500,518,9653,"Land"
"2024-10-18","碧濤花園 2期 嘉麗閣 (A座) 6樓 B室",660,657,10046,"Land"
"2024-10-18","堅威大廈 11樓 B室",740,620,11935,"Land"
"2024-10-16","帝峰．皇殿 8座 12樓 A室",2416,1278,18905,"Land"
"2024-11-01","柏蔚森 1期 柏蔚森I 6座 3樓 E室",785.1,380,20661,"Land"
"2024-10-25","天璽．天 1期 3座 25樓 A2室",1066.88,443,24083,"Land"
"2024-10-25","天璽．天 1期 6座 21樓 B3室",671.92,296,22700,"Land"
"2024-11-04","新峰花園 3期 御峰苑 20座 7樓 C室",536,532,10075,"Land"
"2024-11-01","Lexington Hill 19樓 A室",1340,588,22789,"Land"
"2024-11-01","天璽．天 1期 5座 22樓 A3室",761.22,299,25459,"Land"
"2024-10-24","柏蔚森 2期 柏蔚森II 2座 15樓 F室",511.5,262,19523,"Land"
"2024-10-14","富寶花園 11座 31樓 E室",252,431,5847,"Land"
"2024-10-17","德福花園 J座 2樓 11室",495,538,9201,"Land"
"2024-10-21","The Yoho Hub C期 The Yoho Hub II 6座 49樓 D室",760.07,462,16452,"Land"
"2024-10-21","The Yoho Hub C期 The Yoho Hub II 6座 45樓 D室",754.56,462,16332,"Land"
"2024-10-15","迎海 3期 迎海‧星灣御 23座 21樓 E室",652,496,13145,"Land"
"2024-10-25","天璽．天 1期 5座 27樓 B1室",979.74,454,21580,"Land"
"2024-10-25","李寶龍路 32-34 號 三樓 32號",285,319,8934,"Land"
"2024-10-24","瓏珀山 1期 Crown Tower 8樓 A室",2446.1,1502,16286,"Land"
"2024-10-17","健雅花園 4樓 B室",958.8888,635,15101,"Land"
"2024-10-18","御景峰 2樓 F室",476,462,10303,"Land"
"2024-10-17","旭埔苑 周湖閣 (F座) 十六樓 7室",442,546,8095,"Land"
"2024-10-17","美孚新邨 1期 百老匯街18-20號 12樓 20號C室",833.8,918,9083,"Land"
"2024-10-18","粉嶺名都 百利閣 (2座) 5樓 C室",371.5,376,9880,"Land"
"2024-10-21","新村街40號 三樓 40號",538,819,6569,"Land"
"2024-10-25","喜薈 1座 7樓 D室",700,507,13807,"Land"
"2024-10-23","好望角大廈 20樓 5室",420,580,7241,"Land"
"2024-11-04","福群大樓 B座 15樓 3室",328,325,10092,"Land"
"2024-11-04","太古城 海天花園 恆天閣 (59座) 12樓 G室",918,567,16190,"Land"
"2024-10-29","華源大廈 A座 七樓 A1室",510,735,6939,"Land"
"2024-11-08","昇薈 6座 23樓 B室",1150,1033,11133,"Land"
"2024-11-08","加多近山 46樓 C室",800,377,21220,"Land"
"2024-11-01","天璽．天 1期 5座 21樓 A1室",1238.42,501,24719,"Land"
"2024-11-05","吉喆 11樓 D室",724,297,24377,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 8樓 J室",1639.6,775,21156,"Land"
"2024-10-31","囍滙 1期 5座 22樓 F室",1168,588,19864,"Land"
"2024-10-30","翠韻華庭 2座 12樓 E室",482,446,10807,"Land"
"2024-10-30","君匯港 豪匯 (2座) 22樓 C室",1600,887,18038,"Land"
"2024-11-07","廣明苑 廣隆閣 (B座) 26樓 9室",445,639,6964,"Land"
"2024-10-31","維景灣畔 3期 12 座 40樓 B室",720,499,14429,"Land"
"2024-10-31","新明閣 六樓 B室",300,305,9836,"Land"
"2024-11-05","鯉景灣 B段 逸榮閣 (7座) 3樓 F室",610,485,12577,"Land"
"2024-11-01","愉景灣 1期碧濤海燕徑 海燕徑35號",925,962,9615,"Land"
"2024-10-31","愉景灣 5期頤峰 峻山閣 (5座) 9樓 E室",430,592,7264,"Land"
"2024-10-31","吉喆 17樓 G室",517.6,266,19459,"Land"
"2024-10-18","旭輝臺 2座 17樓 F室",588,639,9202,"Land"
"2024-10-25","愉城苑 城榮閣 (B座) 十樓 6室",500,492,10163,"Land"
"2024-10-25","天璽．天 1期 5座 19樓 B5室",538.1,240,22421,"Land"
"2024-11-04","御龍山 9座 25樓 A室",2800,1845,15176,"Land"
"2024-10-30","河畔花園 B座 二十八樓 1室",350,269,13011,"Land"
"2024-10-31","海日灣II 3座 18樓 A室",1450,1225,11837,"Land"
"2024-11-01","集賢樓 四樓 316號",505,760,6645,"Land"
"2024-11-01","日出康城 11期D 凱柏峰 III 3座 (3A) 41樓 F室",757.76,457,16581,"Land"
"2024-11-04","Cluny Park 7樓 A室",7680,2286,33596,"Land"
"2024-11-05","新港城 3期 N座 12樓 2室",450,337,13353,"Land"
"2024-10-24","港島南岸 3C期 Blue Coast II 5座 7樓 G室",921.4,485,18998,"Land"
"2024-11-01","朗賢峯 2A期 1座 9樓 F室",1036.4,482,21502,"Land"
"2024-10-31","港島南岸 3C期 Blue Coast II 5座 37樓 J室",1890.4,775,24392,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 16樓 C室",947.4,464,20418,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 33樓 C室",1049.3,464,22614,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 5座 6樓 H室",1082,489,22127,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 35樓 C室",1053.3,464,22700,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 36樓 C室",1057.3,464,22787,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 32樓 C室",1075.8,464,23185,"Land"
"2024-10-29","天璽．天 1期 3座 23樓 A5室",2536,887,28591,"Land"
"2024-10-24","St. George's Mansions 1座 18樓 A室",11800,2024,58300,"Land"
"2024-10-25","維港滙 3期 2座 18樓 E室",1347.11,525,25659,"Land"
"2024-11-05","南豐新邨 10座 24樓 G室",476,391,12174,"Land"
"2024-11-11","海怡半島 1期 海寧閣 (5座) 32樓 G室",767.5,610,12582,"Land"
"2024-10-30","利基大廈 B座 12樓 B5室",300,312,9615,"Land"
"2024-11-06","大興花園 2期 6座 21樓 F室",472,544,8676,"Land"
"2024-11-01","君匯港 豪匯 (2座) 38樓 C室",1713,887,19312,"Land"
"2024-10-17","悅麗苑 麗華閣 (B座) 22樓 6室",358,421,8504,"Land"
"2024-10-16","眾安大廈 A座 十樓 A2室",485,552,8786,"Land"
"2024-10-16","南都大廈 十一樓 4室",400,540,7407,"Land"
"2024-11-06","維景灣畔 1期 2座 43樓 F室",765,504,15179,"Land"
"2024-10-23","萬成大廈 五樓 45號",9200,548,167883,"Land"
"2024-10-21","啟岸 29樓 B5室",418,268,15597,"Land"
"2024-11-04","港島南岸 2期 揚海 1座 (1B) 8樓 F室",850,465,18280,"Land"
"2024-11-04","寶馬花園 2座 10樓 C室",568,470,12085,"Land"
"2024-10-22","麗港城 4期 11座 16樓 H室",830,748,11096,"Land"
"2024-11-12","麗晶花園 車位 地下 110號",100,NA,NA,"Land"
"2024-11-06","廣明苑 廣賢閣 (C座) 23樓 16室",458,639,7167,"Land"
"2024-10-28","The Yoho Hub C期 The Yoho Hub II 6座 15樓 K室",752.93,492,15303,"Land"
"2024-10-31","鑽嶺 19樓 E室",230,198,11616,"Land"
"2024-10-21","將軍澳廣場 1期 3A座 31樓 H室",668,470,14213,"Land"
"2024-10-25","天璽．天 1期 3座 7樓 A2室",1004.34,443,22671,"Land"
"2024-10-25","睿峰 西翼 22樓 B室",588,327,17982,"Land"
"2024-10-16","128 Waterloo 15樓 B室",1920.2,522,36785,"Land"
"2024-11-08","恒珀 21樓 A室",784.8,462,16987,"Land"
"2024-10-28","林海山城 3座",1602.5,1187,13500,"Land"
"2024-11-01","嘉亨灣 2座 23樓 C室",900,467,19272,"Land"
"2024-11-01","昌裕大廈 14樓 C室",290,267,10861,"Land"
"2024-10-28","The Yoho Hub C期 The Yoho Hub II 6座 7樓 H室",1199.47,905,13254,"Land"
"2024-11-09","葡萄園 3期 葡萄薈 巴恩大道 洋房92",1980,1791,11055,"Land"
"2024-11-01","黃金海灣 1期 意嵐 5B座 7樓 M室",307.8,319,9649,"Land"
"2024-11-01","天璽．天 1期 6座 21樓 A1室",1306.98,497,26297,"Land"
"2024-11-04","富貴大廈 西座 五樓 6室",210,280,7500,"Land"
"2024-11-05","鯉景灣 D段 安屏閣 (14座) 5樓 F室",840,629,13355,"Land"
"2024-11-08","東環 2期 2B座 9樓 3室",588,479,12276,"Land"
"2024-11-06","Hollywood Hill 27樓 B室",1100,NA,NA,"Land"
"2024-10-31","豪景臺 26樓 G室",580,393,14758,"Land"
"2024-10-23","美輪街6號 六樓 6號",640,622,10289,"Land"
"2024-11-07","康景花園 A座 29樓 2室",860,847,10153,"Land"
"2024-10-30","映灣園 2期 映濤軒 8座 25樓 D室",620,630,9841,"Land"
"2024-10-31","新屯門中心 5座 30樓 D室",398,501,7944,"Land"
"2024-11-04","碧堤半島 1期 8座 40樓 F室",510,524,9733,"Land"
"2024-11-08","藍灣半島 8座 20樓 D室",1141,825,13830,"Land"
"2024-11-01","海茵莊園 2座 36樓 D2室",541.3,281,19263,"Land"
"2023-02-17","啟欣苑 A座 21樓 7室",155.12,NA,NA,"Land"
"2024-10-28","大埔中心 3期 23座 8樓 D室",325,325,10000,"Land"
"2024-10-30","華成樓 B座 四樓 A室",342,519,6590,"Land"
"2024-10-28","嘉湖山莊 1期 樂湖居 車位 地庫1 49號",92,NA,NA,"Land"
"2024-10-22","富健花園 車位 2樓 2044號",86,NA,NA,"Land"
"2024-11-01","嘉湖山莊 7期 景湖居 11座 16樓 E室",380,446,8520,"Land"
"2024-10-30","綠楊新邨 R座 16樓 8室",515,475,10842,"Land"
"2024-10-31","Wetland Seasons Bay 3期 6A座 1樓 A7室",618.61,368,16810,"Land"
"2024-10-18","育賢樓 二樓 11C號",600,656,9146,"Land"
"2024-11-07","維港灣 車位 閣樓 M1號",163,NA,NA,"Land"
"2024-10-18","佳景樓 2樓 C室",446,368,12120,"Land"
"2024-10-21","The Aster 6樓 D室",1852.3,699,26499,"Land"
"2024-10-22","The Aster 10樓 C室",1700,617,27553,"Land"
"2024-11-01","港島南岸 3C期 Blue Coast II 3座 6樓 J室",1640,729,22497,"Land"
"2024-11-04","維港1號 1A座 27樓 F室",931,448,20781,"Land"
"2024-10-29","山勝大廈 11樓 A室",768,563,13641,"Land"
"2024-11-04","Bal Residence 8樓 E室",453.22,340,13330,"Land"
"2024-10-24","天璽．天 1期 5座 33樓 A室",2856,929,30743,"Land"
"2024-10-25","天璽．天 1期 5座 10樓 B1室",943.24,454,20776,"Land"
"2024-11-06","The Yoho Hub C期 The Yoho Hub II 6座 38樓 C室",740.03,447,16555,"Land"
"2024-10-25","泰峯 1A座 5樓 E室",771,511,15088,"Land"
"2024-11-01","金獅花園 2期 金寧閣 (D座) 九樓 3室",302,282,10709,"Land"
"2024-11-08","富亨邨 亨翠樓 27樓 7室",198,443,4470,"Land"
"2024-11-01","凱和山 3座 5樓 C室",537.8,478,11251,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 38樓 F室",1268.9,537,23629,"Land"
"2024-10-18","荃灣中心 貴陽樓 (13座) 16樓 G室",343.8,378,9095,"Land"
"2024-10-29","荃灣中心 濟南樓 (18座) 23樓 B室",320,374,8556,"Land"
"2024-11-04","灝景灣 3期 8座 20樓 E室",918,684,13421,"Land"
"2024-11-06","麗城花園 3期 1座 4樓 C室",620,742,8356,"Land"
"2024-10-17","怡雅苑 怡禮閣 (A座) 15樓 8室",340,401,8479,"Land"
"2024-10-29","華都花園 2座 16樓 G室",333,404,8243,"Land"
"2024-10-28","康樂園 第二十三街 12號",2020,1535,13160,"Land"
"2024-10-21","海堤灣畔 1座 10樓 A室",800,567,14109,"Land"
"2024-11-05","嘉利大廈 六樓 B室",508,438,11598,"Land"
"2024-11-01","海茵莊園 2座 32樓 B1室",563.6,287,19638,"Land"
"2024-11-04","樂雅苑 雅和閣 (E座) 三樓 3室",350,467,7495,"Land"
"2024-10-26","新都苑 C座 二樓 C3室",300,525,5714,"Land"
"2024-10-30","翹翠峰 5座 26樓 F室",663,667,9940,"Land"
"2024-11-01","傲瀧 1座 5樓 B室",2270,1600,14188,"Land"
"2024-10-29","昌盛大樓 三樓 D室",279,306,9118,"Land"
"2024-10-28","成業樓 五樓 D室",267,288,9271,"Land"
"2024-10-24","逸利樓 五樓 B室",369,395,9342,"Land"
"2024-10-23","衙前塱道74-80號 二樓 74號(A室)",461,506,9111,"Land"
"2024-10-24","福至樓 三樓 C室",265,281,9431,"Land"
"2024-10-14","衙前塱道74-80號 六樓 78號(C室)",302,379,7968,"Land"
"2024-11-05","海珀 11樓 C室",376.8,285,13221,"Land"
"2024-10-31","柏蔚森 2期 柏蔚森II 2座 1樓 F室",453.8,262,17321,"Land"
"2024-11-05","海茵莊園 1座 29樓 A2室",605,321,18847,"Land"
"2024-10-21","The Yoho Hub C期 The Yoho Hub II 6座 22樓 K室",739.54,492,15031,"Land"
"2024-10-30","曦臺 1座 35樓 E室",765,496,15423,"Land"
"2024-10-30","淘大花園 3B期 Q座 13樓 7室",480,484,9917,"Land"
"2024-10-28","啟鑽苑 4座 (啟濤閣) 32樓 11室",247.65,NA,NA,"Land"
"2024-10-31","日出康城 4期A 晉海 車位 B1樓 C153號",190,NA,NA,"Land"
"2024-10-29","將軍澳中心 2期 12座 1樓 C室",700,636,11006,"Land"
"2024-10-25","香港黃金海岸 2座 11樓 D室",408,476,8571,"Land"
"2024-10-24","海茵莊園 2座 29樓 B1室",562.7,287,19606,"Land"
"2024-10-24","海茵莊園 2座 31樓 B1室",563.3,287,19627,"Land"
"2024-10-25","海茵莊園 2座 33樓 B1室",563.9,287,19648,"Land"
"2024-10-30","美景樓 2期 2座 七樓 18室",300,450,6667,"Land"
"2024-11-04","南灣 8座 19樓 C室",1038,596,17416,"Land"
"2024-11-08","碧華花園 4座 7樓 B室",2230,1607,13877,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 11樓 H室",1034.8,489,21162,"Land"
"2024-11-04","富貴大廈 西座 七樓 9室",283,400,7075,"Land"
"2024-11-04","星凱．堤岸 3座 42樓 F室",679.3,347,19576,"Land"
"2024-10-28","Koko Hills 3B期 Koko Mare 8座 1樓 L室",886,423,20946,"Land"
"2024-10-29","華寶大廈 9樓 E室",318,305,10426,"Land"
"2024-10-25","龍蟠苑 龍璋閣 (E座) 三十五樓 1室",338,353,9575,"Land"
"2024-10-29","維港頌 車位 地庫4 16號",280,NA,NA,"Land"
"2024-10-30","慧明苑 1座 33-34樓 B室",5500,2137,25737,"Land"
"2024-11-01","沙田第一城 4期 45座 4樓 F室",380,284,13380,"Land"
"2024-10-28","鴻江大廈 12樓 A室",360,362,9945,"Land"
"2024-10-25","天璽．天 1期 6座 15樓 B3室",663.24,296,22407,"Land"
"2024-10-14","喜利大廈 9樓 B室",250,271,9225,"Land"
"2024-10-16","飛揚 2期 3座 17樓 G室",393.4,NA,NA,"Land"
"2024-11-04","碧麗園 A座 12樓 A2室",1850,1367,13533,"Land"
"2024-11-01","龍蟠苑 龍珠閣 (C座) 三十二樓 16室",390,353,11048,"Land"
"2024-11-01","Koko Hills 3A期 Koko Rosso 6座 23樓 K室",627.3,310,20235,"Land"
"2024-11-01","天璽．天 1期 5座 22樓 A5室",761.22,299,25459,"Land"
"2024-11-01","天璽．天 1期 6座 40樓 D室",1008.41,445,22661,"Land"
"2024-10-31","瓏珀山 2期 King Tower 2座 20樓 C室",1880.6964,986,19074,"Land"
"2024-10-18","畢架山一號 3期 12座 3樓 A室",2308,1110,20793,"Land"
"2024-10-29","康景花園 C座 8樓 5室",535,556,9622,"Land"
"2024-11-01","峻瀅 1期 6座 9樓 D室",518.8,507,10233,"Land"
"2024-11-01","寶翠園 2期 8座 12樓 F室",2310,1263,18290,"Land"
"2024-10-24","泰峯 2B座 39樓 A室",557.8,336,16601,"Land"
"2024-11-01","天璽．天 1期 3座 15樓 A2室",1098.79,443,24803,"Land"
"2024-11-01","銀湖．天峰 1座 36樓 F室",765,535,14299,"Land"
"2024-11-04","曉峰灣畔 3座 11樓 E室",538,501,10739,"Land"
"2024-11-06","珀麗灣 3期 25座 13樓 F室",496.68,532,9336,"Land"
"2024-10-22","黃金海灣 1期 意嵐 3座 21樓 H室",340.2,312,10904,"Land"
"2024-11-01","再輝大廈 24樓 C室",760,607,12521,"Land"
"2024-11-05","德裕閣 1樓 B室",358,315,11365,"Land"
"2024-10-15","公主大廈 十三樓 1室",400,395,10127,"Land"
"2024-10-23","連方 I 18樓 G室",781.6,293,26676,"Land"
"2024-11-01","澐璟 2座 26樓 A室",9434.5,1909,49421,"Land"
"2024-11-07","維港灣 3座 12樓 E室",958,595,16101,"Land"
"2024-10-31","涵碧別墅 三樓 4B室",800,872,9174,"Land"
"2024-10-29","康怡花園 F座 (1-8室) 9樓 5室",630,596,10570,"Land"
"2024-11-05","雲滙 2期 9座 6樓 B3室",439.8,352,12494,"Land"
"2024-10-31","凱匯 車位 地庫1 315號",280,NA,NA,"Land"
"2024-10-29","都會駅 2期 城中駅 10座 17樓 E室",835,651,12826,"Land"
"2024-11-01","信發大廈 (順發大廈) 19樓 F室",368,397,9270,"Land"
"2024-10-28","維港1號 2A座 18樓 F室",841.5,445,18910,"Land"
"2024-10-31","銀湖．天峰 3座 7樓 F室",725,556,13040,"Land"
"2024-11-04","一號銀海 7座 36樓 A室",2280,968,23554,"Land"
"2024-11-04","縉皇居 2座 57樓 D室",895,778,11504,"Land"
"2024-11-12","嘉湖山莊 6期 美湖居 3座 中層 C室",433,544,7960,"AC"
"2024-11-12","慧安園 4座 低層 A室",438,413,10605,"AC"
"2024-11-12","大埔中心 2期 4座 低層 D室",316,299,10569,"AC"
"2024-11-12","雲暉大廈 B座 中層 1室",3500,1513,23133,"AC"
"2024-11-05","太湖花園 1期 15座 9樓 A室",693,590,11746,"Land"
"2024-10-25","天璽．天 1期 5座 32樓 B室",1851.37,686,26988,"Land"
"2024-11-04","鹿茵山莊 鹿茵軒 9座 2樓 C室",1620,1413,11465,"Land"
"2024-11-04","誠興樓 三樓 55號",373,577,6464,"Land"
"2024-10-29","菲林明大廈 十二樓 C室",450,578,7785,"Land"
"2024-10-24","錦英苑 錦耀閣 (J座) 三十三樓 7室",422,554,7617,"Land"
"2024-10-21","筲箕灣中心 3座 (C座) 24樓 H室",400,306,13072,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 36樓 B室",1891.2,781,24215,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 36樓 C室",1217.4,509,23917,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 36樓 J室",1881.5,775,24277,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 35樓 F室",1275,537,23743,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 35樓 C室",1211.6,509,23804,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 12樓 A室",1692,802,21097,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 11樓 G室",967.6,485,19951,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 11樓 F室",1105.4,537,20585,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 11樓 E室",997.7,474,21049,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 12樓 B室",1698.9,781,21753,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 12樓 H室",1010.2,489,20658,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 12樓 J室",1667.3,775,21514,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 33樓 B室",1927.6,781,24681,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 33樓 E室",1085.5,474,22901,"Land"
"2024-10-25","港島南岸 3C期 Blue Coast II 5座 12樓 G室",944.5,485,19474,"Land"
"2024-10-25","天璽．天 1期 5座 8樓 A1室",1126.76,501,22490,"Land"
"2024-11-06","英明苑 明遠閣 (A座) 9樓 7室",300,554,5415,"Land"
"2024-11-08","東濤苑 曉濤閣 (A座) 24樓 10室",415,400,10375,"Land"
"2024-11-04","荃灣中心 重慶樓 (6座) 30樓 C室",290,380,7632,"Land"
"2024-10-30","泓都 2座 27樓 A室",988,507,19487,"Land"
"2024-10-21","啟德道25-29號 三樓 29號",585,676,8654,"Land"
"2024-10-29","衙前圍大樓 三樓 A室",561,662,8474,"Land"
"2024-10-29","合眾樓 四樓 41號",562,490,11469,"Land"
"2024-10-28","達德樓 三樓 32A號",260,300,8667,"Land"
"2024-10-29","合眾樓 十樓 31號",437,370,11811,"Land"
"2024-10-31","朗庭園 1座 8樓 H室",393.8,396,9944,"Land"
"2024-11-08","凱樂苑 D座 (凱旭閣) 22樓 3室",445,390,11410,"Land"
"2024-10-25","天璽．天 1期 5座 18樓 B1室",956.55,454,21069,"Land"
"2024-10-25","天璽．天 1期 6座 27樓 B2室",682.06,296,23043,"Land"
"2024-10-24","山景邨 景麗樓 (9座) 20樓 A6室",31.26,NA,NA,"Land"
"2023-05-12","高宏苑 A座 35樓 6室",157.66,NA,NA,"Land"
"2024-02-29","兆翠苑 A座 15樓 2室",256.23,NA,NA,"Land"
"2023-04-19","高宏苑 B座 5樓 13室",197.34,NA,NA,"Land"
"2023-01-12","安秀苑 A座 8樓 24室",247.71,NA,NA,"Land"
